FECHA_INGRESO,edo,RESULTADO
2020-05-30,DURANGO,38
2020-05-30,GUANAJUATO,98
2020-05-30,GUERRERO,62
2020-05-30,HIDALGO,47
2020-05-30,JALISCO,127
2020-05-30,MICHOACÁN DE OCAMPO,47
2020-05-30,MORELOS,27
2020-05-30,MÉXICO,398
2020-05-30,NAYARIT,22
2020-05-30,NUEVO LEÓN,42
2020-05-30,OAXACA,114
2020-05-30,PUEBLA,116
2020-05-30,QUERÉTARO,27
2020-05-30,QUINTANA ROO,26
2020-05-30,SAN LUIS POTOSÍ,24
2020-05-30,SINALOA,131
2020-05-30,SONORA,148
2020-05-30,TABASCO,103
2020-05-30,TAMAULIPAS,68
2020-05-30,TLAXCALA,39
2020-05-30,VERACRUZ DE IGNACIO DE LA LLAVE,135
2020-05-30,YUCATÁN,29
2020-05-30,ZACATECAS,7
2020-05-31,AGUASCALIENTES,20
2020-05-31,BAJA CALIFORNIA,71
2020-05-31,BAJA CALIFORNIA SUR,8
2020-05-31,CAMPECHE,7
2020-05-31,CHIAPAS,70
2020-05-31,CHIHUAHUA,34
2020-05-31,CIUDAD DE MÉXICO,394
2020-05-31,COAHUILA DE ZARAGOZA,34
2020-05-31,COLIMA,4
2020-05-31,DURANGO,12
2020-05-31,GUANAJUATO,70
2020-05-31,GUERRERO,79
2020-05-31,HIDALGO,40
2020-05-31,JALISCO,84
2020-05-31,MICHOACÁN DE OCAMPO,46
2020-05-31,MORELOS,31
2020-05-31,MÉXICO,339
2020-05-31,NAYARIT,11
2020-05-31,NUEVO LEÓN,21
2020-05-31,OAXACA,48
2020-05-31,PUEBLA,61
2020-05-31,QUERÉTARO,21
2020-05-31,QUINTANA ROO,22
2020-05-31,SAN LUIS POTOSÍ,18
2020-05-31,SINALOA,69
2020-05-31,SONORA,126
2020-05-31,TABASCO,74
2020-05-31,TAMAULIPAS,49
2020-05-31,TLAXCALA,25
2020-05-31,VERACRUZ DE IGNACIO DE LA LLAVE,112
2020-05-31,YUCATÁN,25
2020-05-31,ZACATECAS,5
2020-06-01,AGUASCALIENTES,63
2020-06-01,BAJA CALIFORNIA,152
2020-06-01,BAJA CALIFORNIA SUR,36
2020-06-01,CAMPECHE,38
2020-06-01,CHIAPAS,146
2020-06-01,CHIHUAHUA,69
2020-06-01,CIUDAD DE MÉXICO,1044
2020-06-01,COAHUILA DE ZARAGOZA,102
2020-06-01,COLIMA,11
2020-06-01,DURANGO,39
2020-06-01,GUANAJUATO,182
2020-06-01,GUERRERO,153
2020-06-01,HIDALGO,94
2020-06-01,JALISCO,229
2020-06-01,MICHOACÁN DE OCAMPO,168
2020-06-01,MORELOS,63
2020-06-01,MÉXICO,854
2020-06-01,NAYARIT,23
2020-06-01,NUEVO LEÓN,83
2020-06-01,OAXACA,152
2020-06-01,PUEBLA,184
2020-06-01,QUERÉTARO,39
2020-06-01,QUINTANA ROO,45
2020-06-01,SAN LUIS POTOSÍ,52
2020-06-01,SINALOA,207
2020-06-01,SONORA,251
2020-06-01,TABASCO,205
2020-06-01,TAMAULIPAS,133
2020-06-01,TLAXCALA,65
2020-06-01,VERACRUZ DE IGNACIO DE LA LLAVE,238
2020-06-01,YUCATÁN,58
2020-06-01,ZACATECAS,16
2020-06-02,AGUASCALIENTES,60
2020-06-02,BAJA CALIFORNIA,169
2020-06-02,BAJA CALIFORNIA SUR,18
2020-06-02,CAMPECHE,23
2020-06-02,CHIAPAS,144
2020-06-02,CHIHUAHUA,77
2020-06-02,CIUDAD DE MÉXICO,905
2020-06-02,COAHUILA DE ZARAGOZA,76
2020-06-02,COLIMA,11
2020-06-02,DURANGO,38
2020-06-02,GUANAJUATO,174
2020-06-02,GUERRERO,110
2020-06-02,HIDALGO,79
2020-06-02,JALISCO,197
2020-06-02,MICHOACÁN DE OCAMPO,126
2020-06-02,MORELOS,51
2020-06-02,MÉXICO,804
2020-06-02,NAYARIT,43
2020-06-02,NUEVO LEÓN,93
2020-06-02,OAXACA,155
2020-06-02,PUEBLA,163
2020-06-02,QUERÉTARO,50
2020-06-02,QUINTANA ROO,63
2020-06-02,SAN LUIS POTOSÍ,54
2020-06-02,SINALOA,173
2020-06-02,SONORA,248
2020-06-02,TABASCO,161
2020-06-02,TAMAULIPAS,101
2020-06-02,TLAXCALA,45
2020-06-02,VERACRUZ DE IGNACIO DE LA LLAVE,188
2020-06-02,YUCATÁN,48
2020-06-02,ZACATECAS,13
2020-06-03,AGUASCALIENTES,60
2020-06-03,BAJA CALIFORNIA,162
2020-06-03,BAJA CALIFORNIA SUR,16
2020-06-03,CAMPECHE,19
2020-06-03,CHIAPAS,114
2020-06-03,CHIHUAHUA,50
2020-06-03,CIUDAD DE MÉXICO,964
2020-06-03,COAHUILA DE ZARAGOZA,72
2020-06-03,COLIMA,11
2020-06-03,DURANGO,28
2020-06-03,GUANAJUATO,178
2020-06-03,GUERRERO,116
2020-06-03,HIDALGO,67
2020-06-03,JALISCO,212
2020-06-03,MICHOACÁN DE OCAMPO,148
2020-06-03,MORELOS,56
2020-06-03,MÉXICO,936
2020-06-03,NAYARIT,34
2020-06-03,NUEVO LEÓN,75
2020-06-03,OAXACA,144
2020-06-03,PUEBLA,192
2020-06-03,QUERÉTARO,47
2020-06-03,QUINTANA ROO,44
2020-06-03,SAN LUIS POTOSÍ,77
2020-06-03,SINALOA,211
2020-06-03,SONORA,252
2020-06-03,TABASCO,180
2020-06-03,TAMAULIPAS,95
2020-06-03,TLAXCALA,59
2020-06-03,VERACRUZ DE IGNACIO DE LA LLAVE,196
2020-06-03,YUCATÁN,50
2020-06-03,ZACATECAS,16
2020-06-04,AGUASCALIENTES,44
2020-06-04,BAJA CALIFORNIA,147
2020-06-04,BAJA CALIFORNIA SUR,22
2020-06-04,CAMPECHE,39
2020-06-04,CHIAPAS,109
2020-06-04,CHIHUAHUA,46
2020-06-04,CIUDAD DE MÉXICO,911
2020-06-04,COAHUILA DE ZARAGOZA,77
2020-06-04,COLIMA,9
2020-06-04,DURANGO,43
2020-06-04,GUANAJUATO,217
2020-06-04,GUERRERO,131
2020-06-04,HIDALGO,63
2020-06-04,JALISCO,177
2020-06-04,MICHOACÁN DE OCAMPO,143
2020-06-04,MORELOS,46
2020-06-04,MÉXICO,798
2020-06-04,NAYARIT,29
2020-06-04,NUEVO LEÓN,131
2020-06-04,OAXACA,190
2020-06-04,PUEBLA,204
2020-06-04,QUERÉTARO,44
2020-06-04,QUINTANA ROO,38
2020-06-04,SAN LUIS POTOSÍ,79
2020-06-04,SINALOA,190
2020-06-04,SONORA,247
2020-06-04,TABASCO,188
2020-06-04,TAMAULIPAS,102
2020-06-04,TLAXCALA,55
2020-06-04,VERACRUZ DE IGNACIO DE LA LLAVE,233
2020-06-04,YUCATÁN,44
2020-06-04,ZACATECAS,17
2020-06-05,AGUASCALIENTES,60
2020-06-05,BAJA CALIFORNIA,152
2020-06-05,BAJA CALIFORNIA SUR,22
2020-06-05,CAMPECHE,41
2020-06-05,CHIAPAS,128
2020-06-05,CHIHUAHUA,65
2020-06-05,CIUDAD DE MÉXICO,939
2020-06-05,COAHUILA DE ZARAGOZA,89
2020-06-05,COLIMA,11
2020-06-05,DURANGO,79
2020-06-05,GUANAJUATO,171
2020-06-05,GUERRERO,124
2020-06-05,HIDALGO,66
2020-06-05,JALISCO,224
2020-06-05,MICHOACÁN DE OCAMPO,131
2020-06-05,MORELOS,58
2020-06-05,MÉXICO,816
2020-06-05,NAYARIT,38
2020-06-05,NUEVO LEÓN,147
2020-06-05,OAXACA,176
2020-06-05,PUEBLA,204
2020-06-05,QUERÉTARO,36
2020-06-05,QUINTANA ROO,39
2020-06-05,SAN LUIS POTOSÍ,76
2020-06-05,SINALOA,215
2020-06-05,SONORA,256
2020-06-05,TABASCO,177
2020-06-05,TAMAULIPAS,114
2020-06-05,TLAXCALA,47
2020-06-05,VERACRUZ DE IGNACIO DE LA LLAVE,209
2020-06-05,YUCATÁN,34
2020-06-05,ZACATECAS,17
2020-06-06,AGUASCALIENTES,24
2020-06-06,BAJA CALIFORNIA,103
2020-06-06,BAJA CALIFORNIA SUR,14
2020-06-06,CAMPECHE,24
2020-06-06,CHIAPAS,70
2020-06-06,CHIHUAHUA,28
2020-06-06,CIUDAD DE MÉXICO,503
2020-06-06,COAHUILA DE ZARAGOZA,38
2020-06-06,COLIMA,11
2020-06-06,DURANGO,22
2020-06-06,GUANAJUATO,126
2020-06-06,GUERRERO,91
2020-06-06,HIDALGO,51
2020-06-06,JALISCO,101
2020-06-06,MICHOACÁN DE OCAMPO,72
2020-06-06,MORELOS,26
2020-06-06,MÉXICO,409
2020-06-06,NAYARIT,23
2020-06-06,NUEVO LEÓN,77
2020-06-06,OAXACA,145
2020-06-06,PUEBLA,123
2020-06-06,QUERÉTARO,30
2020-06-06,QUINTANA ROO,22
2020-06-06,SAN LUIS POTOSÍ,59
2020-06-06,SINALOA,153
2020-06-06,SONORA,163
2020-06-06,TABASCO,133
2020-06-06,TAMAULIPAS,80
2020-06-06,TLAXCALA,34
2020-06-06,VERACRUZ DE IGNACIO DE LA LLAVE,111
2020-06-06,YUCATÁN,44
2020-06-06,ZACATECAS,14
2020-06-07,AGUASCALIENTES,26
2020-06-07,BAJA CALIFORNIA,68
2020-06-07,BAJA CALIFORNIA SUR,20
2020-06-07,CAMPECHE,23
2020-06-07,CHIAPAS,73
2020-06-07,CHIHUAHUA,28
2020-06-07,CIUDAD DE MÉXICO,374
2020-06-07,COAHUILA DE ZARAGOZA,41
2020-06-07,COLIMA,4
2020-06-07,DURANGO,20
2020-06-07,GUANAJUATO,81
2020-06-07,GUERRERO,65
2020-06-07,HIDALGO,29
2020-06-07,JALISCO,71
2020-06-07,MICHOACÁN DE OCAMPO,39
2020-06-07,MORELOS,21
2020-06-07,MÉXICO,419
2020-06-07,NAYARIT,16
2020-06-07,NUEVO LEÓN,43
2020-06-07,OAXACA,55
2020-06-07,PUEBLA,92
2020-06-07,QUERÉTARO,28
2020-06-07,QUINTANA ROO,29
2020-06-07,SAN LUIS POTOSÍ,49
2020-06-07,SINALOA,102
2020-06-07,SONORA,117
2020-06-07,TABASCO,108
2020-06-07,TAMAULIPAS,70
2020-06-07,TLAXCALA,26
2020-06-07,VERACRUZ DE IGNACIO DE LA LLAVE,102
2020-06-07,YUCATÁN,36
2020-06-07,ZACATECAS,12
2020-06-08,AGUASCALIENTES,73
2020-06-08,BAJA CALIFORNIA,171
2020-06-08,BAJA CALIFORNIA SUR,53
2020-06-08,CAMPECHE,42
2020-06-08,CHIAPAS,140
2020-06-08,CHIHUAHUA,70
2020-06-08,CIUDAD DE MÉXICO,998
2020-06-08,COAHUILA DE ZARAGOZA,139
2020-06-08,COLIMA,12
2020-06-08,DURANGO,72
2020-06-08,GUANAJUATO,198
2020-06-08,GUERRERO,153
2020-06-08,HIDALGO,87
2020-06-08,JALISCO,264
2020-06-08,MICHOACÁN DE OCAMPO,190
2020-06-08,MORELOS,88
2020-06-08,MÉXICO,1060
2020-06-08,NAYARIT,42
2020-06-08,NUEVO LEÓN,202
2020-06-08,OAXACA,183
2020-06-08,PUEBLA,301
2020-06-08,QUERÉTARO,53
2020-06-08,QUINTANA ROO,52
2020-06-08,SAN LUIS POTOSÍ,115
2020-06-08,SINALOA,211
2020-06-08,SONORA,274
2020-06-08,TABASCO,286
2020-06-08,TAMAULIPAS,140
2020-06-08,TLAXCALA,68
2020-06-08,VERACRUZ DE IGNACIO DE LA LLAVE,218
2020-06-08,YUCATÁN,89
2020-06-08,ZACATECAS,20
2020-06-09,AGUASCALIENTES,66
2020-06-09,BAJA CALIFORNIA,172
2020-06-09,BAJA CALIFORNIA SUR,38
2020-06-09,CAMPECHE,59
2020-06-09,CHIAPAS,129
2020-06-09,CHIHUAHUA,54
2020-06-09,CIUDAD DE MÉXICO,983
2020-06-09,COAHUILA DE ZARAGOZA,129
2020-06-09,COLIMA,14
2020-06-09,DURANGO,69
2020-06-09,GUANAJUATO,228
2020-06-09,GUERRERO,108
2020-06-09,HIDALGO,110
2020-06-09,JALISCO,251
2020-06-09,MICHOACÁN DE OCAMPO,196
2020-06-09,MORELOS,56
2020-06-09,MÉXICO,889
2020-06-09,NAYARIT,40
2020-06-09,NUEVO LEÓN,154
2020-06-09,OAXACA,159
2020-06-09,PUEBLA,234
2020-06-09,QUERÉTARO,43
2020-06-09,QUINTANA ROO,50
2020-06-09,SAN LUIS POTOSÍ,93
2020-06-09,SINALOA,240
2020-06-09,SONORA,293
2020-06-09,TABASCO,295
2020-06-09,TAMAULIPAS,139
2020-06-09,TLAXCALA,53
2020-06-09,VERACRUZ DE IGNACIO DE LA LLAVE,224
2020-06-09,YUCATÁN,68
2020-06-09,ZACATECAS,27
2020-06-10,AGUASCALIENTES,63
2020-06-10,BAJA CALIFORNIA,145
2020-06-10,BAJA CALIFORNIA SUR,47
2020-06-10,CAMPECHE,69
2020-06-10,CHIAPAS,110
2020-06-10,CHIHUAHUA,58
2020-06-10,CIUDAD DE MÉXICO,935
2020-06-10,COAHUILA DE ZARAGOZA,124
2020-06-10,COLIMA,12
2020-06-10,DURANGO,50
2020-06-10,GUANAJUATO,187
2020-06-10,GUERRERO,154
2020-06-10,HIDALGO,77
2020-06-10,JALISCO,249
2020-06-10,MICHOACÁN DE OCAMPO,152
2020-06-10,MORELOS,53
2020-06-10,MÉXICO,895
2020-06-10,NAYARIT,32
2020-06-10,NUEVO LEÓN,221
2020-06-10,OAXACA,171
2020-06-10,PUEBLA,246
2020-06-10,QUERÉTARO,39
2020-06-10,QUINTANA ROO,57
2020-06-10,SAN LUIS POTOSÍ,85
2020-06-10,SINALOA,225
2020-06-10,SONORA,265
2020-06-10,TABASCO,316
2020-06-10,TAMAULIPAS,182
2020-06-10,TLAXCALA,62
2020-06-10,VERACRUZ DE IGNACIO DE LA LLAVE,235
2020-06-10,YUCATÁN,75
2020-06-10,ZACATECAS,34
2020-06-11,AGUASCALIENTES,63
2020-06-11,BAJA CALIFORNIA,148
2020-06-11,BAJA CALIFORNIA SUR,29
2020-06-11,CAMPECHE,74
2020-06-11,CHIAPAS,95
2020-06-11,CHIHUAHUA,58
2020-06-11,CIUDAD DE MÉXICO,860
2020-06-11,COAHUILA DE ZARAGOZA,127
2020-06-11,COLIMA,16
2020-06-11,DURANGO,59
2020-06-11,GUANAJUATO,205
2020-06-11,GUERRERO,154
2020-06-11,HIDALGO,73
2020-06-11,JALISCO,230
2020-06-11,MICHOACÁN DE OCAMPO,172
2020-06-11,MORELOS,58
2020-06-11,MÉXICO,737
2020-06-11,NAYARIT,45
2020-06-11,NUEVO LEÓN,199
2020-06-11,OAXACA,156
2020-06-11,PUEBLA,294
2020-06-11,QUERÉTARO,33
2020-06-11,QUINTANA ROO,56
2020-06-11,SAN LUIS POTOSÍ,78
2020-06-11,SINALOA,231
2020-06-11,SONORA,277
2020-06-11,TABASCO,275
2020-06-11,TAMAULIPAS,134
2020-06-11,TLAXCALA,53
2020-06-11,VERACRUZ DE IGNACIO DE LA LLAVE,211
2020-06-11,YUCATÁN,84
2020-06-11,ZACATECAS,19
2020-06-12,AGUASCALIENTES,60
2020-06-12,BAJA CALIFORNIA,110
2020-06-12,BAJA CALIFORNIA SUR,25
2020-06-12,CAMPECHE,34
2020-06-12,CHIAPAS,105
2020-06-12,CHIHUAHUA,43
2020-06-12,CIUDAD DE MÉXICO,907
2020-06-12,COAHUILA DE ZARAGOZA,136
2020-06-12,COLIMA,13
2020-06-12,DURANGO,54
2020-06-12,GUANAJUATO,214
2020-06-12,GUERRERO,151
2020-06-12,HIDALGO,96
2020-06-12,JALISCO,184
2020-06-12,MICHOACÁN DE OCAMPO,196
2020-06-12,MORELOS,58
2020-06-12,MÉXICO,731
2020-06-12,NAYARIT,57
2020-06-12,NUEVO LEÓN,244
2020-06-12,OAXACA,150
2020-06-12,PUEBLA,304
2020-06-12,QUERÉTARO,41
2020-06-12,QUINTANA ROO,50
2020-06-12,SAN LUIS POTOSÍ,60
2020-06-12,SINALOA,291
2020-06-12,SONORA,261
2020-06-12,TABASCO,367
2020-06-12,TAMAULIPAS,238
2020-06-12,TLAXCALA,55
2020-06-12,VERACRUZ DE IGNACIO DE LA LLAVE,191
2020-06-12,YUCATÁN,67
2020-06-12,ZACATECAS,25
2020-06-13,AGUASCALIENTES,33
2020-06-13,BAJA CALIFORNIA,87
2020-06-13,BAJA CALIFORNIA SUR,22
2020-06-13,CAMPECHE,27
2020-06-13,CHIAPAS,68
2020-06-13,CHIHUAHUA,22
2020-06-13,CIUDAD DE MÉXICO,381
2020-06-13,COAHUILA DE ZARAGOZA,57
2020-06-13,COLIMA,11
2020-06-13,DURANGO,17
2020-06-13,GUANAJUATO,126
2020-06-13,GUERRERO,79
2020-06-13,HIDALGO,45
2020-06-13,JALISCO,119
2020-06-13,MICHOACÁN DE OCAMPO,79
2020-06-13,MORELOS,38
2020-06-13,MÉXICO,371
2020-06-13,NAYARIT,27
2020-06-13,NUEVO LEÓN,165
2020-06-13,OAXACA,159
2020-06-13,PUEBLA,171
2020-06-13,QUERÉTARO,34
2020-06-13,QUINTANA ROO,28
2020-06-13,SAN LUIS POTOSÍ,31
2020-06-13,SINALOA,91
2020-06-13,SONORA,168
2020-06-13,TABASCO,180
2020-06-13,TAMAULIPAS,140
2020-06-13,TLAXCALA,26
2020-06-13,VERACRUZ DE IGNACIO DE LA LLAVE,137
2020-06-13,YUCATÁN,41
2020-06-13,ZACATECAS,19
2020-06-14,AGUASCALIENTES,23
2020-06-14,BAJA CALIFORNIA,93
2020-06-14,BAJA CALIFORNIA SUR,21
2020-06-14,CAMPECHE,21
2020-06-14,CHIAPAS,60
2020-06-14,CHIHUAHUA,24
2020-06-14,CIUDAD DE MÉXICO,324
2020-06-14,COAHUILA DE ZARAGOZA,45
2020-06-14,COLIMA,8
2020-06-14,DURANGO,18
2020-06-14,GUANAJUATO,84
2020-06-14,GUERRERO,97
2020-06-14,HIDALGO,42
2020-06-14,JALISCO,88
2020-06-14,MICHOACÁN DE OCAMPO,48
2020-06-14,MORELOS,31
2020-06-14,MÉXICO,377
2020-06-14,NAYARIT,21
2020-06-14,NUEVO LEÓN,104
2020-06-14,OAXACA,72
2020-06-14,PUEBLA,144
2020-06-14,QUERÉTARO,22
2020-06-14,QUINTANA ROO,52
2020-06-14,SAN LUIS POTOSÍ,23
2020-06-14,SINALOA,85
2020-06-14,SONORA,135
2020-06-14,TABASCO,106
2020-06-14,TAMAULIPAS,125
2020-06-14,TLAXCALA,30
2020-06-14,VERACRUZ DE IGNACIO DE LA LLAVE,137
2020-06-14,YUCATÁN,59
2020-06-14,ZACATECAS,10
2020-06-15,AGUASCALIENTES,79
2020-06-15,BAJA CALIFORNIA,177
2020-06-15,BAJA CALIFORNIA SUR,52
2020-06-15,CAMPECHE,98
2020-06-15,CHIAPAS,95
2020-06-15,CHIHUAHUA,47
2020-06-15,CIUDAD DE MÉXICO,908
2020-06-15,COAHUILA DE ZARAGOZA,168
2020-06-15,COLIMA,15
2020-06-15,DURANGO,69
2020-06-15,GUANAJUATO,339
2020-06-15,GUERRERO,143
2020-06-15,HIDALGO,81
2020-06-15,JALISCO,229
2020-06-15,MICHOACÁN DE OCAMPO,203
2020-06-15,MORELOS,63
2020-06-15,MÉXICO,867
2020-06-15,NAYARIT,49
2020-06-15,NUEVO LEÓN,276
2020-06-15,OAXACA,199
2020-06-15,PUEBLA,438
2020-06-15,QUERÉTARO,59
2020-06-15,QUINTANA ROO,88
2020-06-15,SAN LUIS POTOSÍ,115
2020-06-15,SINALOA,187
2020-06-15,SONORA,295
2020-06-15,TABASCO,310
2020-06-15,TAMAULIPAS,259
2020-06-15,TLAXCALA,61
2020-06-15,VERACRUZ DE IGNACIO DE LA LLAVE,337
2020-06-15,YUCATÁN,104
2020-06-15,ZACATECAS,37
2020-06-16,AGUASCALIENTES,58
2020-06-16,BAJA CALIFORNIA,187
2020-06-16,BAJA CALIFORNIA SUR,30
2020-06-16,CAMPECHE,81
2020-06-16,CHIAPAS,91
2020-06-16,CHIHUAHUA,61
2020-06-16,CIUDAD DE MÉXICO,967
2020-06-16,COAHUILA DE ZARAGOZA,185
2020-06-16,COLIMA,24
2020-06-16,DURANGO,90
2020-06-16,GUANAJUATO,318
2020-06-16,GUERRERO,153
2020-06-16,HIDALGO,72
2020-06-16,JALISCO,217
2020-06-16,MICHOACÁN DE OCAMPO,194
2020-06-16,MORELOS,59
2020-06-16,MÉXICO,842
2020-06-16,NAYARIT,35
2020-06-16,NUEVO LEÓN,215
2020-06-16,OAXACA,154
2020-06-16,PUEBLA,413
2020-06-16,QUERÉTARO,46
2020-06-16,QUINTANA ROO,61
2020-06-16,SAN LUIS POTOSÍ,102
2020-06-16,SINALOA,207
2020-06-16,SONORA,316
2020-06-16,TABASCO,313
2020-06-16,TAMAULIPAS,302
2020-06-16,TLAXCALA,55
2020-06-16,VERACRUZ DE IGNACIO DE LA LLAVE,309
2020-06-16,YUCATÁN,97
2020-06-16,ZACATECAS,34
2020-06-17,AGUASCALIENTES,73
2020-06-17,BAJA CALIFORNIA,150
2020-06-17,BAJA CALIFORNIA SUR,47
2020-06-17,CAMPECHE,104
2020-06-17,CHIAPAS,113
2020-06-17,CHIHUAHUA,47
2020-06-17,CIUDAD DE MÉXICO,916
2020-06-17,COAHUILA DE ZARAGOZA,178
2020-06-17,COLIMA,18
2020-06-17,DURANGO,69
2020-06-17,GUANAJUATO,334
2020-06-17,GUERRERO,110
2020-06-17,HIDALGO,73
2020-06-17,JALISCO,215
2020-06-17,MICHOACÁN DE OCAMPO,200
2020-06-17,MORELOS,47
2020-06-17,MÉXICO,761
2020-06-17,NAYARIT,42
2020-06-17,NUEVO LEÓN,179
2020-06-17,OAXACA,189
2020-06-17,PUEBLA,415
2020-06-17,QUERÉTARO,44
2020-06-17,QUINTANA ROO,64
2020-06-17,SAN LUIS POTOSÍ,114
2020-06-17,SINALOA,191
2020-06-17,SONORA,328
2020-06-17,TABASCO,311
2020-06-17,TAMAULIPAS,211
2020-06-17,TLAXCALA,74
2020-06-17,VERACRUZ DE IGNACIO DE LA LLAVE,249
2020-06-17,YUCATÁN,118
2020-06-17,ZACATECAS,20
2020-06-18,AGUASCALIENTES,63
2020-06-18,BAJA CALIFORNIA,143
2020-06-18,BAJA CALIFORNIA SUR,48
2020-06-18,CAMPECHE,87
2020-06-18,CHIAPAS,94
2020-06-18,CHIHUAHUA,56
2020-06-18,CIUDAD DE MÉXICO,902
2020-06-18,COAHUILA DE ZARAGOZA,203
2020-06-18,COLIMA,18
2020-06-18,DURANGO,82
2020-06-18,GUANAJUATO,325
2020-06-18,GUERRERO,106
2020-06-18,HIDALGO,77
2020-06-18,JALISCO,235
2020-06-18,MICHOACÁN DE OCAMPO,164
2020-06-18,MORELOS,38
2020-06-18,MÉXICO,743
2020-06-18,NAYARIT,46
2020-06-18,NUEVO LEÓN,230
2020-06-18,OAXACA,169
2020-06-18,PUEBLA,503
2020-06-18,QUERÉTARO,40
2020-06-18,QUINTANA ROO,68
2020-06-18,SAN LUIS POTOSÍ,93
2020-06-18,SINALOA,163
2020-06-18,SONORA,281
2020-06-18,TABASCO,318
2020-06-18,TAMAULIPAS,222
2020-06-18,TLAXCALA,55
2020-06-18,VERACRUZ DE IGNACIO DE LA LLAVE,262
2020-06-18,YUCATÁN,101
2020-06-18,ZACATECAS,23
2020-06-19,AGUASCALIENTES,69
2020-06-19,BAJA CALIFORNIA,175
2020-06-19,BAJA CALIFORNIA SUR,19
2020-06-19,CAMPECHE,99
2020-06-19,CHIAPAS,82
2020-06-19,CHIHUAHUA,54
2020-06-19,CIUDAD DE MÉXICO,866
2020-06-19,COAHUILA DE ZARAGOZA,206
2020-06-19,COLIMA,27
2020-06-19,DURANGO,52
2020-06-19,GUANAJUATO,372
2020-06-19,GUERRERO,135
2020-06-19,HIDALGO,86
2020-06-19,JALISCO,199
2020-06-19,MICHOACÁN DE OCAMPO,244
2020-06-19,MORELOS,60
2020-06-19,MÉXICO,740
2020-06-19,NAYARIT,44
2020-06-19,NUEVO LEÓN,212
2020-06-19,OAXACA,165
2020-06-19,PUEBLA,430
2020-06-19,QUERÉTARO,29
2020-06-19,QUINTANA ROO,82
2020-06-19,SAN LUIS POTOSÍ,97
2020-06-19,SINALOA,172
2020-06-19,SONORA,305
2020-06-19,TABASCO,296
2020-06-19,TAMAULIPAS,225
2020-06-19,TLAXCALA,48
2020-06-19,VERACRUZ DE IGNACIO DE LA LLAVE,279
2020-06-19,YUCATÁN,110
2020-06-19,ZACATECAS,16
2020-06-20,AGUASCALIENTES,15
2020-06-20,BAJA CALIFORNIA,84
2020-06-20,BAJA CALIFORNIA SUR,35
2020-06-20,CAMPECHE,54
2020-06-20,CHIAPAS,53
2020-06-20,CHIHUAHUA,31
2020-06-20,CIUDAD DE MÉXICO,425
2020-06-20,COAHUILA DE ZARAGOZA,118
2020-06-20,COLIMA,11
2020-06-20,DURANGO,14
2020-06-20,GUANAJUATO,188
2020-06-20,GUERRERO,54
2020-06-20,HIDALGO,54
2020-06-20,JALISCO,139
2020-06-20,MICHOACÁN DE OCAMPO,122
2020-06-20,MORELOS,21
2020-06-20,MÉXICO,371
2020-06-20,NAYARIT,31
2020-06-20,NUEVO LEÓN,173
2020-06-20,OAXACA,135
2020-06-20,PUEBLA,211
2020-06-20,QUERÉTARO,32
2020-06-20,QUINTANA ROO,38
2020-06-20,SAN LUIS POTOSÍ,50
2020-06-20,SINALOA,136
2020-06-20,SONORA,190
2020-06-20,TABASCO,194
2020-06-20,TAMAULIPAS,195
2020-06-20,TLAXCALA,33
2020-06-20,VERACRUZ DE IGNACIO DE LA LLAVE,166
2020-06-20,YUCATÁN,95
2020-06-20,ZACATECAS,11
2020-06-21,AGUASCALIENTES,26
2020-06-21,BAJA CALIFORNIA,62
2020-06-21,BAJA CALIFORNIA SUR,17
2020-06-21,CAMPECHE,38
2020-06-21,CHIAPAS,39
2020-06-21,CHIHUAHUA,23
2020-06-21,CIUDAD DE MÉXICO,258
2020-06-21,COAHUILA DE ZARAGOZA,65
2020-06-21,COLIMA,15
2020-06-21,DURANGO,15
2020-06-21,GUANAJUATO,114
2020-06-21,GUERRERO,71
2020-06-21,HIDALGO,28
2020-06-21,JALISCO,95
2020-06-21,MICHOACÁN DE OCAMPO,50
2020-06-21,MORELOS,17
2020-06-21,MÉXICO,256
2020-06-21,NAYARIT,33
2020-06-21,NUEVO LEÓN,103
2020-06-21,OAXACA,45
2020-06-21,PUEBLA,167
2020-06-21,QUERÉTARO,16
2020-06-21,QUINTANA ROO,53
2020-06-21,SAN LUIS POTOSÍ,40
2020-06-21,SINALOA,85
2020-06-21,SONORA,161
2020-06-21,TABASCO,106
2020-06-21,TAMAULIPAS,125
2020-06-21,TLAXCALA,29
2020-06-21,VERACRUZ DE IGNACIO DE LA LLAVE,140
2020-06-21,YUCATÁN,89
2020-06-21,ZACATECAS,9
2020-06-22,AGUASCALIENTES,68
2020-06-22,BAJA CALIFORNIA,208
2020-06-22,BAJA CALIFORNIA SUR,33
2020-06-22,CAMPECHE,104
2020-06-22,CHIAPAS,95
2020-06-22,CHIHUAHUA,52
2020-06-22,CIUDAD DE MÉXICO,826
2020-06-22,COAHUILA DE ZARAGOZA,272
2020-06-22,COLIMA,21
2020-06-22,DURANGO,72
2020-06-22,GUANAJUATO,385
2020-06-22,GUERRERO,180
2020-06-22,HIDALGO,74
2020-06-22,JALISCO,226
2020-06-22,MICHOACÁN DE OCAMPO,218
2020-06-22,MORELOS,34
2020-06-22,MÉXICO,748
2020-06-22,NAYARIT,77
2020-06-22,NUEVO LEÓN,295
2020-06-22,OAXACA,209
2020-06-22,PUEBLA,489
2020-06-22,QUERÉTARO,52
